hour,production,consumption
2023-06-18 17:00,6.72,1.29
2023-06-18 18:00,5.48,0.84
2023-06-18 19:00,3.29,1.38
2023-06-18 20:00,1.93,1.15
2023-06-18 21:00,1.04,0.59
2023-06-18 22:00,0.2,1.49
2023-06-18 23:00,0.0,0.93
2023-06-19 00:00,0.0,1.03
2023-06-19 01:00,0.0,0.8
2023-06-19 02:00,0.0,0.45
2023-06-19 03:00,0.19,1.47
2023-06-19 04:00,0.98,0.69
2023-06-19 05:00,2.21,1.02
2023-06-19 06:00,4.21,0.53
2023-06-19 07:00,5.9,0.7
2023-06-19 08:00,7.17,1.01
2023-06-19 09:00,8.65,0.51
2023-06-19 10:00,8.42,0.9
2023-06-19 11:00,9.82,1.39
2023-06-19 12:00,10.68,0.67
2023-06-19 13:00,9.82,1.47
2023-06-19 14:00,9.05,1.46
2023-06-19 15:00,9.26,0.97
2023-06-19 16:00,7.92,1.09
2023-06-19 17:00,6.91,0.66
2023-06-19 18:00,5.26,0.5
2023-06-19 19:00,3.29,1.18
2023-06-19 20:00,2.1,1.17
2023-06-19 21:00,0.98,0.48
2023-06-19 22:00,0.21,1.16
2023-06-19 23:00,0.0,1.03
2023-06-20 00:00,0.0,1.25
2023-06-20 01:00,0.0,0.58
2023-06-20 02:00,0.0,0.76
2023-06-20 03:00,0.19,0.88
2023-06-20 04:00,1.05,1.26
2023-06-20 05:00,2.25,1.38
2023-06-20 06:00,3.72,0.63
2023-06-20 07:00,5.51,0.7
2023-06-20 08:00,7.21,0.92
2023-06-20 09:00,7.87,1.02
2023-06-20 10:00,8.45,0.6
2023-06-20 11:00,9.89,0.63
2023-06-20 12:00,9.43,1.21
2023-06-20 13:00,9.54,0.51
2023-06-20 14:00,9.5,0.79
2023-06-20 15:00,9.61,0.74
2023-06-20 16:00,8.73,1.1
2023-06-20 17:00,6.13,1.06
2023-06-20 18:00,4.79,0.77
2023-06-20 19:00,3.51,0.6
2023-06-20 20:00,2.06,1.24
2023-06-20 21:00,1.07,0.6
2023-06-20 22:00,0.21,1.5
2023-06-20 23:00,0.0,1.45
2023-06-21 00:00,0.0,1.25
2023-06-21 01:00,0.0,0.91
2023-06-21 02:00,0.0,1.15
2023-06-21 03:00,0.19,0.77
2023-06-21 04:00,1.07,0.75
2023-06-21 05:00,2.51,0.77
2023-06-21 06:00,4.03,0.85
2023-06-21 07:00,5.2,1.12
2023-06-21 08:00,6.54,1.48
2023-06-21 09:00,7.61,0.47
2023-06-21 10:00,8.93,0.65
2023-06-21 11:00,10.38,0.63
2023-06-21 12:00,10.74,1.1
2023-06-21 13:00,10.07,0.58
2023-06-21 14:00,9.64,1.29
2023-06-21 15:00,8.98,0.57
2023-06-21 16:00,7.88,0.87
2023-06-21 17:00,5.87,0.91
2023-06-21 18:00,5.47,1.28
2023-06-21 19:00,3.66,0.42
2023-06-21 20:00,1.92,1.04
2023-06-21 21:00,0.98,1.23
2023-06-21 22:00,0.18,1.01
2023-06-21 23:00,0.0,0.92
2023-06-22 00:00,0.0,0.87
2023-06-22 01:00,0.0,0.44
2023-06-22 02:00,0.0,0.8
2023-06-22 03:00,0.18,0.55
2023-06-22 04:00,1.04,0.46
2023-06-22 05:00,2.43,1.03
2023-06-22 06:00,3.79,0.45
2023-06-22 07:00,5.35,0.81
2023-06-22 08:00,6.6,1.41
2023-06-22 09:00,8.05,1.46
2023-06-22 10:00,8.22,0.43
2023-06-22 11:00,9.63,0.85
2023-06-22 12:00,11.34,1.26
2023-06-22 13:00,9.83,0.76
2023-06-22 14:00,9.58,1.13
2023-06-22 15:00,8.75,1.26
2023-06-22 16:00,8.49,1.46
2023-06-22 17:00,5.88,1.33
2023-06-22 18:00,5.28,0.47
2023-06-22 19:00,3.81,0.56
2023-06-22 20:00,2.05,0.66
2023-06-22 21:00,0.94,1.17
2023-06-22 22:00,0.21,0.69
2023-06-22 23:00,0.0,0.64
2023-06-23 00:00,0.0,0.59
2023-06-23 01:00,0.0,0.45
2023-06-23 02:00,0.0,1.31
2023-06-23 03:00,0.22,1.25
2023-06-23 04:00,1.07,1.23
2023-06-23 05:00,2.18,1.14
2023-06-23 06:00,3.95,1.12
2023-06-23 07:00,5.26,1.34
2023-06-23 08:00,7.24,1.34
2023-06-23 09:00,8.08,1.31
2023-06-23 10:00,9.83,1.45
2023-06-23 11:00,9.3,1.33
2023-06-23 12:00,11.19,0.88
2023-06-23 13:00,10.01,1.11
2023-06-23 14:00,9.65,1.02
2023-06-23 15:00,8.68,1.27
2023-06-23 16:00,7.25,1.24
2023-06-23 17:00,6.16,0.96
2023-06-23 18:00,5.35,1.33
2023-06-23 19:00,3.36,1.01
2023-06-23 20:00,2.02,0.46
2023-06-23 21:00,1.0,1.21
2023-06-23 22:00,0.21,1.19
2023-06-23 23:00,0.0,1.43
2023-06-24 00:00,0.0,0.89
2023-06-24 01:00,0.0,0.55
2023-06-24 02:00,0.0,0.61
2023-06-24 03:00,0.19,0.66
2023-06-24 04:00,1.08,1.43
2023-06-24 05:00,2.18,1.07
2023-06-24 06:00,4.06,1.1
2023-06-24 07:00,5.9,1.03
2023-06-24 08:00,7.65,0.88
2023-06-24 09:00,8.61,1.24
2023-06-24 10:00,9.4,0.78
2023-06-24 11:00,9.4,0.99
2023-06-24 12:00,10.37,0.83
2023-06-24 13:00,9.37,1.15
2023-06-24 14:00,8.89,1.07
2023-06-24 15:00,9.73,1.2
2023-06-24 16:00,7.55,1.29
2023-06-24 17:00,5.78,0.57
2023-06-24 18:00,5.17,0.56
2023-06-24 19:00,3.37,1.35
2023-06-24 20:00,2.17,0.62
2023-06-24 21:00,0.95,0.84
2023-06-24 22:00,0.19,1.41
2023-06-24 23:00,0.0,0.55
2023-06-25 00:00,0.0,1.39
2023-06-25 01:00,0.0,1.18
2023-06-25 02:00,0.0,0.63
2023-06-25 03:00,0.2,1.45
2023-06-25 04:00,1.04,0.41
2023-06-25 05:00,2.5,0.89
2023-06-25 06:00,3.69,0.42
2023-06-25 07:00,5.24,1.04
2023-06-25 08:00,7.62,0.73
2023-06-25 09:00,7.73,1.24
2023-06-25 10:00,9.29,1.49
2023-06-25 11:00,9.73,1.0
2023-06-25 12:00,10.0,1.26
2023-06-25 13:00,10.2,1.12
2023-06-25 14:00,9.02,1.09
2023-06-25 15:00,8.61,0.58
2023-06-25 16:00,7.31,1.13
2023-06-25 17:00,6.81,0.54
2023-06-25 18:00,4.71,1.22
2023-06-25 19:00,3.42,0.63
2023-06-25 20:00,2.18,0.78
2023-06-25 21:00,1.02,1.34
2023-06-25 22:00,0.2,0.73
2023-06-25 23:00,0.0,1.44
2023-06-26 00:00,0.0,1.22
2023-06-26 01:00,0.0,0.62
2023-06-26 02:00,0.0,1.32
2023-06-26 03:00,0.22,1.15
2023-06-26 04:00,0.98,1.07
2023-06-26 05:00,2.62,0.97
2023-06-26 06:00,3.87,1.41
2023-06-26 07:00,5.77,1.23
2023-06-26 08:00,6.77,1.47
2023-06-26 09:00,7.78,0.71
2023-06-26 10:00,8.31,0.84
2023-06-26 11:00,9.48,0.63
2023-06-26 12:00,9.73,1.41
2023-06-26 13:00,10.51,1.31
2023-06-26 14:00,9.15,0.46
2023-06-26 15:00,9.43,1.48
2023-06-26 16:00,8.23,1.31
2023-06-26 17:00,5.92,1.08
2023-06-26 18:00,5.44,0.71
2023-06-26 19:00,3.91,1.49
2023-06-26 20:00,1.87,0.84
2023-06-26 21:00,0.99,0.8
2023-06-26 22:00,0.21,0.53
2023-06-26 23:00,0.0,0.88
2023-06-27 00:00,0.0,1.33
2023-06-27 01:00,0.0,1.41
2023-06-27 02:00,0.0,0.92
2023-06-27 03:00,0.19,0.66
2023-06-27 04:00,1.09,1.23
2023-06-27 05:00,2.52,0.98
2023-06-27 06:00,3.82,1.31
2023-06-27 07:00,5.77,0.57
2023-06-27 08:00,7.69,1.14
2023-06-27 09:00,7.38,1.0
2023-06-27 10:00,9.6,0.67
2023-06-27 11:00,9.88,0.98
2023-06-27 12:00,9.95,1.38
2023-06-27 13:00,9.47,1.31
2023-06-27 14:00,9.94,0.47
2023-06-27 15:00,8.8,0.48
2023-06-27 16:00,8.18,0.99
2023-06-27 17:00,6.97,1.44
2023-06-27 18:00,5.08,0.55
2023-06-27 19:00,3.33,0.76
2023-06-27 20:00,2.09,1.02
2023-06-27 21:00,1.06,0.85
2023-06-27 22:00,0.2,0.75
2023-06-27 23:00,0.0,0.61
2023-06-28 00:00,0.0,0.51
2023-06-28 01:00,0.0,0.43
2023-06-28 02:00,0.0,1.31
2023-06-28 03:00,0.21,1.48
2023-06-28 04:00,1.05,1.34
2023-06-28 05:00,2.57,1.13
2023-06-28 06:00,3.95,1.13
2023-06-28 07:00,5.68,0.6
2023-06-28 08:00,6.87,0.87
2023-06-28 09:00,8.77,1.37
2023-06-28 10:00,9.78,0.76
2023-06-28 11:00,10.81,1.09
2023-06-28 12:00,10.75,0.5
2023-06-28 13:00,10.48,0.61
2023-06-28 14:00,9.3,1.3
2023-06-28 15:00,9.87,0.75
2023-06-28 16:00,7.76,0.51
2023-06-28 17:00,6.07,1.22
2023-06-28 18:00,5.1,1.48
2023-06-28 19:00,3.89,1.02
2023-06-28 20:00,2.12,0.43
2023-06-28 21:00,0.97,0.8
2023-06-28 22:00,0.18,1.02
2023-06-28 23:00,0.0,0.71
2023-06-29 00:00,0.0,1.1
2023-06-29 01:00,0.0,1.25
2023-06-29 02:00,0.0,1.35
2023-06-29 03:00,0.2,1.11
2023-06-29 04:00,0.92,0.52
2023-06-29 05:00,2.33,0.56
2023-06-29 06:00,4.26,0.98
2023-06-29 07:00,5.51,0.44
2023-06-29 08:00,6.81,0.95
2023-06-29 09:00,8.68,1.19
2023-06-29 10:00,9.62,0.78
2023-06-29 11:00,10.92,1.06
2023-06-29 12:00,11.19,1.06
2023-06-29 13:00,10.7,1.18
2023-06-29 14:00,9.93,1.18
2023-06-29 15:00,9.67,1.26
2023-06-29 16:00,8.48,0.5
2023-06-29 17:00,6.09,1.43
2023-06-29 18:00,4.61,0.63
2023-06-29 19:00,3.96,0.79
2023-06-29 20:00,2.19,0.97
2023-06-29 21:00,0.94,1.49
2023-06-29 22:00,0.21,1.43
2023-06-29 23:00,0.0,0.66
2023-06-30 00:00,0.0,1.06
2023-06-30 01:00,0.0,0.72
2023-06-30 02:00,0.0,1.07
2023-06-30 03:00,0.21,0.82
2023-06-30 04:00,1.09,1.1
2023-06-30 05:00,2.33,0.66
2023-06-30 06:00,3.79,0.74
2023-06-30 07:00,5.35,0.99
2023-06-30 08:00,6.8,1.42
2023-06-30 09:00,8.63,1.15
2023-06-30 10:00,9.82,0.46
2023-06-30 11:00,10.36,0.45
2023-06-30 12:00,10.78,1.21
2023-06-30 13:00,10.04,1.05
2023-06-30 14:00,10.52,1.49
2023-06-30 15:00,8.96,1.0
2023-06-30 16:00,8.68,1.41
2023-06-30 17:00,6.04,0.52
2023-06-30 18:00,4.77,1.33
2023-06-30 19:00,3.51,0.93
2023-06-30 20:00,1.95,1.02
2023-06-30 21:00,0.92,0.82
2023-06-30 22:00,0.21,0.9
2023-06-30 23:00,0.0,0.7
