hour,production,consumption
2023-06-03 21:00,0.73,0.66
2023-06-03 22:00,0.16,0.99
2023-06-03 23:00,0.0,1.29
2023-06-04 00:00,0.0,0.79
2023-06-04 01:00,0.0,1.1
2023-06-04 02:00,0.0,0.93
2023-06-04 03:00,0.15,0.74
2023-06-04 04:00,0.76,0.45
2023-06-04 05:00,1.77,1.08
2023-06-04 06:00,2.75,1.34
2023-06-04 07:00,4.52,1.39
2023-06-04 08:00,5.39,1.4
2023-06-04 09:00,6.09,0.52
2023-06-04 10:00,7.11,0.58
2023-06-04 11:00,7.25,1.14
2023-06-04 12:00,7.61,1.39
2023-06-04 13:00,8.0,0.99
2023-06-04 14:00,6.76,0.54
2023-06-04 15:00,6.15,1.06
2023-06-04 16:00,6.37,0.44
2023-06-04 17:00,4.42,1.06
2023-06-04 18:00,3.49,0.58
2023-06-04 19:00,2.52,0.55
2023-06-04 20:00,1.49,0.97
2023-06-04 21:00,0.7,1.14
2023-06-04 22:00,0.16,1.15
2023-06-04 23:00,0.0,0.51
2023-06-05 00:00,0.0,0.59
2023-06-05 01:00,0.0,0.46
2023-06-05 02:00,0.0,1.12
2023-06-05 03:00,0.15,1.28
2023-06-05 04:00,0.82,1.09
2023-06-05 05:00,1.62,0.86
2023-06-05 06:00,3.13,0.62
2023-06-05 07:00,4.49,1.16
2023-06-05 08:00,5.52,1.01
2023-06-05 09:00,5.81,1.1
2023-06-05 10:00,6.95,1.13
2023-06-05 11:00,8.08,0.4
2023-06-05 12:00,8.16,1.14
2023-06-05 13:00,7.63,1.2
2023-06-05 14:00,6.51,0.59
2023-06-05 15:00,7.12,0.44
2023-06-05 16:00,6.44,1.48
2023-06-05 17:00,4.81,1.16
2023-06-05 18:00,3.99,1.32
2023-06-05 19:00,2.67,0.72
2023-06-05 20:00,1.57,1.37
2023-06-05 21:00,0.74,1.38
2023-06-05 22:00,0.15,0.47
2023-06-05 23:00,0.0,1.31
2023-06-06 00:00,0.0,1.33
2023-06-06 01:00,0.0,1.37
2023-06-06 02:00,0.0,1.47
2023-06-06 03:00,0.14,0.79
2023-06-06 04:00,0.76,1.02
2023-06-06 05:00,1.85,0.72
2023-06-06 06:00,3.2,0.93
2023-06-06 07:00,4.07,1.17
2023-06-06 08:00,5.25,0.81
2023-06-06 09:00,5.78,1.09
2023-06-06 10:00,6.32,0.73
2023-06-06 11:00,7.6,1.25
2023-06-06 12:00,7.35,1.29
2023-06-06 13:00,7.16,0.47
2023-06-06 14:00,6.88,0.78
2023-06-06 15:00,6.8,1.15
2023-06-06 16:00,6.29,0.95
2023-06-06 17:00,5.11,1.29
2023-06-06 18:00,3.84,1.4
2023-06-06 19:00,2.66,1.15
2023-06-06 20:00,1.44,0.91
2023-06-06 21:00,0.7,0.82
2023-06-06 22:00,0.16,0.64
2023-06-06 23:00,0.0,1.24
2023-06-07 00:00,0.0,1.47
2023-06-07 01:00,0.0,1.43
2023-06-07 02:00,0.0,0.75
2023-06-07 03:00,0.14,0.91
2023-06-07 04:00,0.82,1.36
2023-06-07 05:00,1.75,0.82
2023-06-07 06:00,3.02,0.89
2023-06-07 07:00,4.22,1.48
2023-06-07 08:00,5.37,0.65
2023-06-07 09:00,5.71,1.09
2023-06-07 10:00,6.96,1.29
2023-06-07 11:00,6.87,1.01
2023-06-07 12:00,7.92,0.49
2023-06-07 13:00,7.15,0.54
2023-06-07 14:00,6.73,0.9
2023-06-07 15:00,6.62,0.95
2023-06-07 16:00,5.78,1.12
2023-06-07 17:00,4.42,1.08
2023-06-07 18:00,3.58,0.84
2023-06-07 19:00,2.53,0.93
2023-06-07 20:00,1.36,0.98
2023-06-07 21:00,0.76,0.64
2023-06-07 22:00,0.14,0.82
2023-06-07 23:00,0.0,0.5
2023-06-08 00:00,0.0,1.46
2023-06-08 01:00,0.0,0.69
2023-06-08 02:00,0.0,0.76
2023-06-08 03:00,0.16,0.88
2023-06-08 04:00,0.73,0.93
2023-06-08 05:00,1.84,0.73
2023-06-08 06:00,3.23,1.34
2023-06-08 07:00,4.22,1.42
2023-06-08 08:00,4.83,0.66
2023-06-08 09:00,5.93,0.95
2023-06-08 10:00,7.21,0.69
2023-06-08 11:00,6.77,0.98
2023-06-08 12:00,7.48,0.83
2023-06-08 13:00,8.18,1.36
2023-06-08 14:00,7.81,1.01
2023-06-08 15:00,6.44,0.84
2023-06-08 16:00,5.46,0.44
2023-06-08 17:00,5.02,1.08
2023-06-08 18:00,3.72,1.02
2023-06-08 19:00,2.65,0.52
2023-06-08 20:00,1.52,1.29
2023-06-08 21:00,0.71,0.8
2023-06-08 22:00,0.14,1.48
2023-06-08 23:00,0.0,1.45
2023-06-09 00:00,0.0,0.43
2023-06-09 01:00,0.0,0.48
2023-06-09 02:00,0.0,1.27
2023-06-09 03:00,0.16,1.48
2023-06-09 04:00,0.79,1.42
2023-06-09 05:00,1.96,0.65
2023-06-09 06:00,2.97,0.79
2023-06-09 07:00,3.95,0.55
2023-06-09 08:00,5.07,0.87
2023-06-09 09:00,6.31,0.88
2023-06-09 10:00,6.55,1.45
2023-06-09 11:00,6.9,1.09
2023-06-09 12:00,7.58,0.81
2023-06-09 13:00,7.88,0.71
2023-06-09 14:00,7.09,1.45
2023-06-09 15:00,6.45,0.44
2023-06-09 16:00,5.49,0.41
2023-06-09 17:00,4.46,1.22
2023-06-09 18:00,3.51,1.28
2023-06-09 19:00,2.58,0.56
2023-06-09 20:00,1.45,1.37
2023-06-09 21:00,0.77,0.77
2023-06-09 22:00,0.14,0.57
2023-06-09 23:00,0.0,0.8
2023-06-10 00:00,0.0,1.07
2023-06-10 01:00,0.0,1.32
2023-06-10 02:00,0.0,0.4
2023-06-10 03:00,0.14,0.79
2023-06-10 04:00,0.78,1.11
2023-06-10 05:00,1.96,1.1
2023-06-10 06:00,2.89,1.14
2023-06-10 07:00,4.58,0.5
2023-06-10 08:00,4.81,0.71
2023-06-10 09:00,6.55,1.36
2023-06-10 10:00,6.52,0.43
2023-06-10 11:00,7.76,1.41
2023-06-10 12:00,7.03,0.78
2023-06-10 13:00,7.09,0.82
2023-06-10 14:00,7.65,1.31
2023-06-10 15:00,7.01,0.92
2023-06-10 16:00,6.52,0.95
2023-06-10 17:00,5.06,0.74
2023-06-10 18:00,3.7,0.71
2023-06-10 19:00,2.92,0.78
2023-06-10 20:00,1.57,0.6
2023-06-10 21:00,0.81,0.51
2023-06-10 22:00,0.14,0.72
2023-06-10 23:00,0.0,0.94
2023-06-11 00:00,0.0,0.48
2023-06-11 01:00,0.0,0.74
2023-06-11 02:00,0.0,1.07
2023-06-11 03:00,0.14,1.35
2023-06-11 04:00,0.77,0.7
2023-06-11 05:00,1.63,0.96
2023-06-11 06:00,2.83,1.25
2023-06-11 07:00,4.46,1.16
2023-06-11 08:00,5.39,0.47
2023-06-11 09:00,6.36,1.15
2023-06-11 10:00,6.49,1.27
2023-06-11 11:00,7.88,1.09
2023-06-11 12:00,7.35,0.67
2023-06-11 13:00,7.14,1.43
2023-06-11 14:00,7.17,0.64
2023-06-11 15:00,6.98,0.74
2023-06-11 16:00,6.31,0.78
2023-06-11 17:00,4.6,1.27
2023-06-11 18:00,4.06,1.25
2023-06-11 19:00,2.66,0.9
2023-06-11 20:00,1.48,1.38
2023-06-11 21:00,0.81,1.48
2023-06-11 22:00,0.14,0.87
2023-06-11 23:00,0.0,0.52
2023-06-12 00:00,0.0,1.28
2023-06-12 01:00,0.0,0.48
2023-06-12 02:00,0.0,0.67
2023-06-12 03:00,0.16,1.11
2023-06-12 04:00,0.8,0.65
2023-06-12 05:00,1.78,1.2
2023-06-12 06:00,3.28,0.71
2023-06-12 07:00,4.49,0.55
2023-06-12 08:00,5.26,1.32
2023-06-12 09:00,5.68,0.68
2023-06-12 10:00,6.81,0.78
2023-06-12 11:00,7.02,1.28
2023-06-12 12:00,8.14,1.13
2023-06-12 13:00,6.9,1.11
2023-06-12 14:00,7.38,1.18
2023-06-12 15:00,6.64,0.73
2023-06-12 16:00,5.63,0.67
2023-06-12 17:00,5.21,0.93
2023-06-12 18:00,3.9,1.45
2023-06-12 19:00,2.85,1.47
2023-06-12 20:00,1.42,0.64
2023-06-12 21:00,0.69,1.46
2023-06-12 22:00,0.14,1.04
2023-06-12 23:00,0.0,1.34
2023-06-13 00:00,0.0,0.96
2023-06-13 01:00,0.0,1.43
2023-06-13 02:00,0.0,0.57
2023-06-13 03:00,0.16,0.8
2023-06-13 04:00,0.8,0.63
2023-06-13 05:00,1.95,0.94
2023-06-13 06:00,2.83,1.49
2023-06-13 07:00,4.2,0.63
2023-06-13 08:00,4.98,0.6
2023-06-13 09:00,5.74,0.57
2023-06-13 10:00,6.82,0.65
2023-06-13 11:00,7.48,1.46
2023-06-13 12:00,7.18,1.33
2023-06-13 13:00,8.1,0.75
2023-06-13 14:00,7.83,0.65
2023-06-13 15:00,6.63,1.08
2023-06-13 16:00,5.74,0.5
2023-06-13 17:00,4.46,1.01
2023-06-13 18:00,3.4,1.45
2023-06-13 19:00,2.9,1.19
2023-06-13 20:00,1.62,0.92
2023-06-13 21:00,0.78,0.78
2023-06-13 22:00,0.16,1.05
2023-06-13 23:00,0.0,1.37
2023-06-14 00:00,0.0,1.33
2023-06-14 01:00,0.0,1.31
2023-06-14 02:00,0.0,1.37
2023-06-14 03:00,0.14,0.96
2023-06-14 04:00,0.7,1.34
2023-06-14 05:00,1.82,1.45
2023-06-14 06:00,3.29,0.42
2023-06-14 07:00,4.5,0.76
2023-06-14 08:00,5.52,0.8
2023-06-14 09:00,6.21,0.67
2023-06-14 10:00,6.78,1.48
2023-06-14 11:00,7.44,0.88
2023-06-14 12:00,7.6,1.23
2023-06-14 13:00,7.72,1.22
2023-06-14 14:00,7.5,0.68
2023-06-14 15:00,7.12,1.42
2023-06-14 16:00,6.39,1.23
2023-06-14 17:00,4.54,1.35
2023-06-14 18:00,3.44,0.41
2023-06-14 19:00,2.66,1.18
2023-06-14 20:00,1.58,1.17
2023-06-14 21:00,0.73,1.36
2023-06-14 22:00,0.16,1.07
2023-06-14 23:00,0.0,0.71
2023-06-15 00:00,0.0,1.42
2023-06-15 01:00,0.0,0.88
2023-06-15 02:00,0.0,1.21
2023-06-15 03:00,0.16,1.26
2023-06-15 04:00,0.75,1.23
2023-06-15 05:00,1.74,0.84
2023-06-15 06:00,3.27,0.65
2023-06-15 07:00,4.27,1.3
2023-06-15 08:00,5.21,1.18
2023-06-15 09:00,5.46,1.49
2023-06-15 10:00,6.73,1.29
2023-06-15 11:00,8.23,0.95
2023-06-15 12:00,8.28,0.9
2023-06-15 13:00,8.15,0.43
2023-06-15 14:00,7.11,1.16
2023-06-15 15:00,6.62,0.56
2023-06-15 16:00,6.02,0.78
2023-06-15 17:00,5.16,0.6
2023-06-15 18:00,3.68,1.46
2023-06-15 19:00,2.93,1.2
2023-06-15 20:00,1.45,1.38
2023-06-15 21:00,0.76,0.62
2023-06-15 22:00,0.15,1.11
2023-06-15 23:00,0.0,1.47
2023-06-16 00:00,0.0,1.26
2023-06-16 01:00,0.0,1.26
2023-06-16 02:00,0.0,1.13
2023-06-16 03:00,0.16,0.78
2023-06-16 04:00,0.79,1.11
2023-06-16 05:00,1.65,0.6
2023-06-16 06:00,3.15,1.27
2023-06-16 07:00,4.44,1.29
2023-06-16 08:00,5.63,0.84
2023-06-16 09:00,6.4,1.25
2023-06-16 10:00,6.89,0.47
2023-06-16 11:00,8.12,1.37
2023-06-16 12:00,7.28,0.74
2023-06-16 13:00,7.28,0.64
2023-06-16 14:00,7.6,1.0
2023-06-16 15:00,6.69,0.63
2023-06-16 16:00,6.32,0.66
2023-06-16 17:00,4.56,1.15
2023-06-16 18:00,4.05,0.53
2023-06-16 19:00,2.92,0.72
2023-06-16 20:00,1.43,1.14
2023-06-16 21:00,0.68,0.92
2023-06-16 22:00,0.15,0.47
2023-06-16 23:00,0.0,1.29
2023-06-17 00:00,0.0,0.91
2023-06-17 01:00,0.0,1.23
2023-06-17 02:00,0.0,1.12
2023-06-17 03:00,0.16,0.94
2023-06-17 04:00,0.72,1.47
2023-06-17 05:00,1.77,0.87
2023-06-17 06:00,2.89,0.62
2023-06-17 07:00,3.92,0.71
2023-06-17 08:00,5.16,0.96
2023-06-17 09:00,5.91,0.91
2023-06-17 10:00,6.75,1.07
2023-06-17 11:00,7.73,1.13
2023-06-17 12:00,8.25,0.55
2023-06-17 13:00,7.41,0.98
2023-06-17 14:00,7.45,0.86
2023-06-17 15:00,6.3,0.73
2023-06-17 16:00,5.9,0.85
2023-06-17 17:00,4.8,0.83
2023-06-17 18:00,3.82,0.69
2023-06-17 19:00,2.83,0.88
2023-06-17 20:00,1.58,0.41
2023-06-17 21:00,0.8,0.63
2023-06-17 22:00,0.16,0.98
2023-06-17 23:00,0.0,1.28
2023-06-18 00:00,0.0,1.15
2023-06-18 01:00,0.0,1.04
2023-06-18 02:00,0.0,0.78
2023-06-18 03:00,0.14,1.39
2023-06-18 04:00,0.75,0.44
2023-06-18 05:00,1.76,1.44
2023-06-18 06:00,3.0,0.99
2023-06-18 07:00,4.36,0.76
2023-06-18 08:00,5.44,1.22
2023-06-18 09:00,5.97,0.49
2023-06-18 10:00,6.72,1.45
2023-06-18 11:00,7.54,0.71
2023-06-18 12:00,8.04,0.66
2023-06-18 13:00,7.58,0.51
2023-06-18 14:00,6.54,1.19
2023-06-18 15:00,6.15,0.76
2023-06-18 16:00,6.04,1.23
2023-06-18 17:00,5.1,0.85
2023-06-18 18:00,4.08,1.22
2023-06-18 19:00,2.57,1.18
2023-06-18 20:00,1.53,1.03
2023-06-18 21:00,0.8,0.9
2023-06-18 22:00,0.16,1.07
2023-06-18 23:00,0.0,0.79
2023-06-19 00:00,0.0,0.86
2023-06-19 01:00,0.0,1.08
2023-06-19 02:00,0.0,1.15
2023-06-19 03:00,0.15,0.98
2023-06-19 04:00,0.71,0.75
2023-06-19 05:00,1.82,1.36
2023-06-19 06:00,3.01,1.08
2023-06-19 07:00,4.55,0.5
2023-06-19 08:00,5.75,1.46
2023-06-19 09:00,5.57,1.42
2023-06-19 10:00,6.42,1.41
2023-06-19 11:00,7.86,1.31
2023-06-19 12:00,7.12,0.46
2023-06-19 13:00,7.65,1.15
2023-06-19 14:00,6.74,1.11
2023-06-19 15:00,6.83,0.85
2023-06-19 16:00,5.56,0.71
2023-06-19 17:00,5.08,1.4
2023-06-19 18:00,3.77,0.99
2023-06-19 19:00,2.62,1.12
2023-06-19 20:00,1.63,0.79
2023-06-19 21:00,0.75,1.43
2023-06-19 22:00,0.15,1.11
2023-06-19 23:00,0.0,0.42
2023-06-20 00:00,0.0,0.67
2023-06-20 01:00,0.0,0.57
2023-06-20 02:00,0.0,1.21
2023-06-20 03:00,0.15,0.94
2023-06-20 04:00,0.82,0.84
2023-06-20 05:00,1.75,0.68
2023-06-20 06:00,3.1,1.09
2023-06-20 07:00,4.16,0.5
2023-06-20 08:00,4.8,1.24
2023-06-20 09:00,5.48,0.41
2023-06-20 10:00,6.84,1.3
2023-06-20 11:00,6.79,0.99
2023-06-20 12:00,7.58,0.65
2023-06-20 13:00,7.63,0.66
2023-06-20 14:00,7.17,0.41
2023-06-20 15:00,6.85,0.81
2023-06-20 16:00,5.63,1.07
2023-06-20 17:00,4.71,0.47
2023-06-20 18:00,4.05,0.79
2023-06-20 19:00,2.71,0.82
2023-06-20 20:00,1.53,0.96
2023-06-20 21:00,0.72,1.04
2023-06-20 22:00,0.14,0.88
2023-06-20 23:00,0.0,0.96
2023-06-21 00:00,0.0,1.02
2023-06-21 01:00,0.0,0.87
2023-06-21 02:00,0.0,0.64
2023-06-21 03:00,0.15,1.16
2023-06-21 04:00,0.76,0.55
2023-06-21 05:00,1.87,0.79
2023-06-21 06:00,2.92,0.85
2023-06-21 07:00,4.14,1.05
2023-06-21 08:00,5.1,1.18
2023-06-21 09:00,5.55,0.68
2023-06-21 10:00,7.14,0.75
2023-06-21 11:00,8.09,1.44
2023-06-21 12:00,7.21,1.45
2023-06-21 13:00,7.39,0.69
2023-06-21 14:00,7.5,0.72
2023-06-21 15:00,7.26,1.45
2023-06-21 16:00,6.58,0.57
2023-06-21 17:00,5.15,1.11
2023-06-21 18:00,4.04,0.62
2023-06-21 19:00,2.71,0.45
2023-06-21 20:00,1.57,1.44
2023-06-21 21:00,0.69,0.51
2023-06-21 22:00,0.16,1.21
2023-06-21 23:00,0.0,0.47
2023-06-22 00:00,0.0,1.28
2023-06-22 01:00,0.0,1.22
2023-06-22 02:00,0.0,0.61
2023-06-22 03:00,0.16,0.61
2023-06-22 04:00,0.79,1.2
2023-06-22 05:00,1.84,0.41
2023-06-22 06:00,2.92,0.46
2023-06-22 07:00,4.43,1.18
2023-06-22 08:00,5.64,0.97
2023-06-22 09:00,5.43,1.35
2023-06-22 10:00,7.27,1.21
2023-06-22 11:00,7.33,1.37
2023-06-22 12:00,7.7,1.32
2023-06-22 13:00,7.58,1.36
2023-06-22 14:00,7.52,1.33
2023-06-22 15:00,6.42,0.97
2023-06-22 16:00,6.0,1.3
2023-06-22 17:00,4.94,0.41
2023-06-22 18:00,4.02,0.72
2023-06-22 19:00,2.95,0.81
2023-06-22 20:00,1.38,1.22
2023-06-22 21:00,0.76,0.93
2023-06-22 22:00,0.15,0.57
2023-06-22 23:00,0.0,0.72
2023-06-23 00:00,0.0,1.38
2023-06-23 01:00,0.0,1.3
2023-06-23 02:00,0.0,0.44
2023-06-23 03:00,0.15,1.44
2023-06-23 04:00,0.79,1.25
2023-06-23 05:00,1.79,1.05
2023-06-23 06:00,3.24,0.44
2023-06-23 07:00,4.56,0.53
2023-06-23 08:00,4.85,1.44
2023-06-23 09:00,5.95,0.84
2023-06-23 10:00,7.31,0.58
2023-06-23 11:00,8.07,1.45
2023-06-23 12:00,8.27,1.26
2023-06-23 13:00,6.99,0.96
2023-06-23 14:00,7.47,1.03
2023-06-23 15:00,6.98,0.78
2023-06-23 16:00,5.59,1.43
2023-06-23 17:00,5.06,0.74
2023-06-23 18:00,3.58,1.3
2023-06-23 19:00,2.91,1.44
2023-06-23 20:00,1.57,1.23
2023-06-23 21:00,0.68,0.88
2023-06-23 22:00,0.14,1.0
2023-06-23 23:00,0.0,1.18
2023-06-24 00:00,0.0,0.55
2023-06-24 01:00,0.0,1.45
2023-06-24 02:00,0.0,0.47
2023-06-24 03:00,0.15,0.73
2023-06-24 04:00,0.79,0.83
2023-06-24 05:00,1.63,0.75
2023-06-24 06:00,3.0,0.94
2023-06-24 07:00,4.35,0.56
2023-06-24 08:00,5.48,1.22
2023-06-24 09:00,5.84,1.34
2023-06-24 10:00,6.37,0.55
2023-06-24 11:00,7.47,0.77
2023-06-24 12:00,8.37,0.68
2023-06-24 13:00,7.88,1.11
2023-06-24 14:00,7.81,0.89
2023-06-24 15:00,6.14,1.24
2023-06-24 16:00,6.58,1.11
2023-06-24 17:00,5.0,1.42
2023-06-24 18:00,3.91,0.78
2023-06-24 19:00,2.73,0.77
2023-06-24 20:00,1.4,1.38
2023-06-24 21:00,0.71,1.13
2023-06-24 22:00,0.14,0.54
2023-06-24 23:00,0.0,1.32
2023-06-25 00:00,0.0,1.35
2023-06-25 01:00,0.0,0.58
2023-06-25 02:00,0.0,1.48
2023-06-25 03:00,0.14,0.63
2023-06-25 04:00,0.74,0.85
2023-06-25 05:00,1.93,0.7
2023-06-25 06:00,3.03,0.44
2023-06-25 07:00,4.35,1.04
2023-06-25 08:00,4.95,0.57
2023-06-25 09:00,6.47,0.56
2023-06-25 10:00,6.44,1.17
2023-06-25 11:00,6.78,0.81
2023-06-25 12:00,7.04,1.29
2023-06-25 13:00,6.83,1.3
2023-06-25 14:00,7.21,0.83
2023-06-25 15:00,6.88,0.98
2023-06-25 16:00,5.55,0.92
2023-06-25 17:00,5.2,0.54
2023-06-25 18:00,3.5,1.47
2023-06-25 19:00,2.93,1.05
2023-06-25 20:00,1.41,0.97
2023-06-25 21:00,0.76,0.66
2023-06-25 22:00,0.15,0.54
2023-06-25 23:00,0.0,1.34
2023-06-26 00:00,0.0,1.32
2023-06-26 01:00,0.0,0.54
2023-06-26 02:00,0.0,1.0
2023-06-26 03:00,0.16,1.35
2023-06-26 04:00,0.73,0.99
2023-06-26 05:00,1.76,1.15
2023-06-26 06:00,2.76,1.23
2023-06-26 07:00,4.24,1.47
2023-06-26 08:00,5.42,0.74
2023-06-26 09:00,5.72,0.99
2023-06-26 10:00,7.14,0.9
2023-06-26 11:00,8.07,0.53
2023-06-26 12:00,7.76,0.45
2023-06-26 13:00,7.37,0.68
2023-06-26 14:00,7.16,0.92
2023-06-26 15:00,6.26,0.43
2023-06-26 16:00,5.94,0.83
2023-06-26 17:00,4.52,0.56
2023-06-26 18:00,3.78,0.79
2023-06-26 19:00,2.66,1.39
2023-06-26 20:00,1.47,0.77
2023-06-26 21:00,0.76,0.67
2023-06-26 22:00,0.14,1.12
2023-06-26 23:00,0.0,1.42
2023-06-27 00:00,0.0,1.11
2023-06-27 01:00,0.0,0.6
2023-06-27 02:00,0.0,0.79
2023-06-27 03:00,0.14,1.1
2023-06-27 04:00,0.82,0.61
2023-06-27 05:00,1.71,0.8
2023-06-27 06:00,3.06,0.51
2023-06-27 07:00,4.52,0.61
2023-06-27 08:00,5.11,1.11
2023-06-27 09:00,6.06,0.68
2023-06-27 10:00,7.07,1.15
2023-06-27 11:00,7.79,0.52
2023-06-27 12:00,7.65,0.58
2023-06-27 13:00,7.04,0.55
2023-06-27 14:00,7.61,1.16
2023-06-27 15:00,7.09,1.41
2023-06-27 16:00,5.95,0.92
2023-06-27 17:00,4.71,1.05
2023-06-27 18:00,3.86,0.9
2023-06-27 19:00,2.58,0.6
2023-06-27 20:00,1.46,0.73
2023-06-27 21:00,0.69,0.91
2023-06-27 22:00,0.14,1.11
2023-06-27 23:00,0.0,1.1
2023-06-28 00:00,0.0,1.07
2023-06-28 01:00,0.0,0.64
2023-06-28 02:00,0.0,1.29
2023-06-28 03:00,0.16,1.33
2023-06-28 04:00,0.76,1.13
2023-06-28 05:00,1.75,1.44
2023-06-28 06:00,3.3,0.64
2023-06-28 07:00,3.78,0.8
2023-06-28 08:00,5.24,0.58
2023-06-28 09:00,5.73,1.06
2023-06-28 10:00,6.33,1.38
2023-06-28 11:00,7.12,1.26
2023-06-28 12:00,7.22,0.53
2023-06-28 13:00,7.46,0.8
2023-06-28 14:00,6.93,1.16
2023-06-28 15:00,6.89,0.99
2023-06-28 16:00,6.43,1.05
2023-06-28 17:00,5.18,0.93
2023-06-28 18:00,4.05,0.84
2023-06-28 19:00,2.45,0.85
2023-06-28 20:00,1.55,1.04
2023-06-28 21:00,0.7,1.21
2023-06-28 22:00,0.15,0.58
2023-06-28 23:00,0.0,1.04
2023-06-29 00:00,0.0,0.75
2023-06-29 01:00,0.0,1.35
2023-06-29 02:00,0.0,0.97
2023-06-29 03:00,0.15,0.63
2023-06-29 04:00,0.77,1.28
2023-06-29 05:00,1.72,1.13
2023-06-29 06:00,2.88,1.38
2023-06-29 07:00,3.87,0.96
2023-06-29 08:00,4.73,0.61
2023-06-29 09:00,5.46,0.93
2023-06-29 10:00,7.24,0.65
2023-06-29 11:00,7.09,1.32
2023-06-29 12:00,8.14,0.87
2023-06-29 13:00,7.14,0.7
2023-06-29 14:00,7.11,1.21
2023-06-29 15:00,6.62,1.11
2023-06-29 16:00,6.13,1.47
2023-06-29 17:00,4.41,1.12
2023-06-29 18:00,3.64,0.45
2023-06-29 19:00,2.57,1.29
2023-06-29 20:00,1.61,0.49
2023-06-29 21:00,0.8,0.95
2023-06-29 22:00,0.16,0.59
2023-06-29 23:00,0.0,1.01
2023-06-30 00:00,0.0,1.18
2023-06-30 01:00,0.0,0.42
2023-06-30 02:00,0.0,1.06
2023-06-30 03:00,0.15,0.45
2023-06-30 04:00,0.69,1.45
2023-06-30 05:00,1.75,0.5
2023-06-30 06:00,3.17,0.91
2023-06-30 07:00,4.01,1.15
2023-06-30 08:00,5.27,0.4
2023-06-30 09:00,6.46,0.47
2023-06-30 10:00,6.46,0.87
2023-06-30 11:00,7.54,1.25
2023-06-30 12:00,7.41,1.11
2023-06-30 13:00,7.07,0.83
2023-06-30 14:00,7.05,1.24
2023-06-30 15:00,7.15,1.19
2023-06-30 16:00,6.05,1.03
2023-06-30 17:00,5.25,0.83
2023-06-30 18:00,3.58,1.19
2023-06-30 19:00,2.82,1.45
2023-06-30 20:00,1.43,1.04
2023-06-30 21:00,0.7,1.46
2023-06-30 22:00,0.14,0.69
2023-06-30 23:00,0.0,0.78
